Id,SalePrice
1461,150855.2656
1462,175099.4844
1463,188451.125
1464,187224.0625
1465,165684.0469
1466,166345.1875
1467,175056.5938
1468,143128.8281
1469,170832.0469
1470,135429.2188
1471,194451.5938
1472,112063.3828
1473,110920.2969
1474,157430.1563
1475,84213.08594
1476,278214.0938
1477,214667.2031
1478,261153.125
1479,232423.1875
1480,486044.9688
1481,296124.3438
1482,169014.875
1483,169380.625
1484,141780.9844
1485,142452.375
1486,170996.7188
1487,309932.0625
1488,238949.7344
1489,163273.6875
1490,217963.3125
1491,177655.3281
1492,114779.5469
1493,175928.625
1494,264724.4688
1495,285674.9688
1496,219608.7188
1497,173447.7188
1498,130785.8203
1499,126949.6875
1500,141249.7188
1501,211865.3594
1502,110201.3047
1503,250352.9688
1504,228946.0313
1505,228457.9219
1506,226386.2656
1507,291206.4063
1508,212376.4531
1509,154949.0625
1510,168401.7969
1511,150184.5781
1512,220006.2188
1513,155376.6406
1514,175404.5156
1515,229738.375
1516,169352.7344
1517,146007.0938
1518,180385.5156
1519,256244.9531
1520,136486.4531
1521,147337.375
1522,198402.0781
1523,121799.2734
1524,119140.8438
1525,112471.2891
1526,117029.9141
1527,115099.4766
1528,139779.6406
1529,140152.8125
1530,218991.8906
1531,183988.6719
1532,83192.03906
1533,147521.6406
1534,113426.375
1535,157601.7344
1536,108197.3359
1537,120407.1406
1538,140255.8438
1539,185273.6406
1540,147460.7031
1541,154001.5625
1542,158215.9375
1543,178785.5313
1544,85119.89063
1545,99777.55469
1546,122809.5391
1547,142168.2969
1548,136161.6094
1549,133281.625
1550,154717.4063
1551,118134.8281
1552,168933.875
1553,152822.6719
1554,98060.44531
1555,187313.8906
1556,102811.4922
1557,117108.8359
1558,90968.82813
1559,116224.4688
1560,164889.5938
1561,170410.7031
1562,110303.3125
1563,118571.5781
1564,181710.7969
1565,156950.875
1566,214233.2188
1567,101303.7188
1568,244190.2031
1569,165888.5
1570,120452.2344
1571,105352.7813
1572,154022.3906
1573,197661.4375
1574,154596.125
1575,232132.9375
1576,265386
1577,158387.3125
1578,152551.4219
1579,138847.4219
1580,170754.5156
1581,149848.2813
1582,116205.8203
1583,335147.4375
1584,229054.8281
1585,119091.2891
1586,65218.95703
1587,93201.50781
1588,149299.9219
1589,135704.4844
1590,117198.1563
1591,86918.32813
1592,127521.2656
1593,115337.3359
1594,147467.6875
1595,137082.6094
1596,214061.1563
1597,219209.3125
1598,169520.0625
1599,149851.3125
1600,151613.6094
1601,75025.85156
1602,143054.7188
1603,90318.07813
1604,267268.7188
1605,215106.7813
1606,167461.3438
1607,233413.375
1608,178898.9375
1609,147256.3438
1610,132278.5313
1611,152125.125
1612,170848.4688
1613,184428.4063
1614,120041.8984
1615,81578.28906
1616,70288.50781
1617,87395.0625
1618,107376.2969
1619,141422.9219
1620,249126.1719
1621,143951.0781
1622,142636.1406
1623,213453.5938
1624,227756
1625,130229.3516
1626,202034.8281
1627,184389.8906
1628,253985.375
1629,138011.0469
1630,355348.125
1631,178020.7656
1632,209076.7031
1633,135792.7813
1634,166927.7188
1635,152502.7813
1636,135616.2969
1637,228179.1875
1638,212631.2813
1639,198626.8438
1640,258772.7813
1641,177864.0469
1642,200999.6094
1643,197985
1644,194585.4063
1645,252368.6406
1646,154380.25
1647,151865.8125
1648,136417.2031
1649,128922.6016
1650,132863.6875
1651,129230.8672
1652,97807.01563
1653,91764.71094
1654,153314.6719
1655,112603.9063
1656,143434.9844
1657,152949.0156
1658,150879.3438
1659,102489.2422
1660,153034.0625
1661,380915.4063
1662,322579.4375
1663,340255.1563
1664,444466.4375
1665,266738.4063
1666,268203.3438
1667,274601.8125
1668,293793.9688
1669,231738.5781
1670,282834.0313
1671,272583.625
1672,401138.0313
1673,253805.3438
1674,255912.5469
1675,193590.25
1676,203941.5156
1677,179631.5781
1678,445949.125
1679,337378.2188
1680,290203.8438
1681,207922.9375
1682,250547.875
1683,184191.3438
1684,148061.1406
1685,145175.1719
1686,141476.8281
1687,128162.6563
1688,170257.375
1689,171571.9844
1690,155450.1719
1691,144945.75
1692,211122.3281
1693,127197.625
1694,155371.3281
1695,121552.1875
1696,268259.7813
1697,122378.7188
1698,337954.125
1699,284463.875
1700,251623.9063
1701,270755.1563
1702,255346.0156
1703,230820.75
1704,274873.875
1705,202216.2969
1706,405900.4688
1707,175260.2656
1708,190900.3125
1709,238055.9219
1710,203440.5
1711,222603.9219
1712,244681.1406
1713,257431.4219
1714,211920.4531
1715,176321.4531
1716,156750.7031
1717,143998.2656
1718,107240.2109
1719,181885.7031
1720,222637.2656
1721,162059.75
1722,117074.5234
1723,157429.5781
1724,208135.9375
1725,219425.0625
1726,176845.2344
1727,151291.8438
1728,156490.5156
1729,150183.5
1730,142598.0781
1731,116686.9922
1732,148744.25
1733,127876.7422
1734,127548.8828
1735,111531.9609
1736,100257.1406
1737,327265.5938
1738,218495.25
1739,334265.5938
1740,247771.7656
1741,199745.7188
1742,176341.5625
1743,155875.125
1744,291354.4063
1745,198741.0625
1746,195901.2031
1747,224375.8906
1748,258569
1749,175276.875
1750,148521.9844
1751,250679.2969
1752,107062.8672
1753,178371.1094
1754,239224.7344
1755,184147.0156
1756,125681.2891
1757,105249.3203
1758,171121.7969
1759,182494.6719
1760,181851.5781
1761,174731.4219
1762,181170.7031
1763,163578.9219
1764,115310.6094
1765,197992.5
1766,211057.875
1767,232953.625
1768,150612.0313
1769,153238.1875
1770,128308.7813
1771,127000.5
1772,156011.9844
1773,129783.9922
1774,234665.6875
1775,123635.7188
1776,140375.7969
1777,99639.54688
1778,120413.1797
1779,116676.0781
1780,147285.9531
1781,135144.3125
1782,96040.75
1783,154840.3281
1784,91894.42969
1785,121978
1786,125549.2266
1787,147671.7813
