Id,SalePrice
1461,111223.625
1462,137839.4063
1463,187385.9375
1464,183967.4375
1465,176449.2656
1466,164504.6875
1467,157081.625
1468,152667.5938
1469,177662.4531
1470,114418.8438
1471,190432.7188
1472,90128.13281
1473,90006.91406
1474,130103.4922
1475,98502.30469
1476,386998.375
1477,225063.1406
1478,261726.3906
1479,299023.75
1480,518251.2813
1481,319858.1563
1482,196606.8281
1483,174439.2031
1484,155122.3281
1485,184750
1486,185622.9219
1487,444379.125
1488,226393.6094
1489,194168.8594
1490,240930.5938
1491,178155.0313
1492,85563.70313
1493,176515.8125
1494,248763.7813
1495,252552.5156
1496,268363.0938
1497,179605.0156
1498,163404.9688
1499,154796
1500,155997.9688
1501,171818.4688
1502,152162.4688
1503,276684.6875
1504,233696.2031
1505,236823.2969
1506,193661.2188
1507,257251.6094
1508,182809.5469
1509,143405
1510,142667.3438
1511,149129.9219
1512,166241.375
1513,139451.6563
1514,140294.3125
1515,175059.0781
1516,136270.25
1517,158424.0313
1518,124794.9922
1519,208251.8594
1520,133980.2813
1521,135436.4531
1522,164444.3438
1523,110882.7969
1524,114207.5703
1525,114972.6484
1526,104099.2188
1527,104932.25
1528,112220.2344
1529,152494
1530,156491.4219
1531,125983.8516
1532,85020.17188
1533,157149.5469
1534,113736.2969
1535,176098.1563
1536,89730.625
1537,68768.08594
1538,163662.8125
1539,176447.1406
1540,114180.1875
1541,125787
1542,135187.9531
1543,179374.875
1544,84690.51563
1545,106177.1641
1546,127519.0781
1547,131172.1094
1548,128582.2422
1549,111318.8125
1550,134723.1875
1551,98998.64844
1552,150319.7344
1553,138953.0156
1554,105683.875
1555,169669.8438
1556,91479.04688
1557,94219.20313
1558,107677.2344
1559,113899.8125
1560,114264.0625
1561,123167.4531
1562,129148.7422
1563,124217.5703
1564,158161.0469
1565,159766.9844
1566,221853.9063
1567,83130.05469
1568,250974.875
1569,138623.9219
1570,130088.5859
1571,111400.6641
1572,128161.7656
1573,224204.8594
1574,129613.5938
1575,202459.25
1576,237894.4531
1577,168253.9063
1578,130918.0234
1579,136181.0625
1580,171899.6406
1581,156058.25
1582,107616.4609
1583,302090.4063
1584,219475.0938
1585,137233.0313
1586,56941.32031
1587,104682.9063
1588,151164.4063
1589,100804.3438
1590,114772.2422
1591,95724.55469
1592,112689.2266
1593,119150.0469
1594,126738.0625
1595,126601.1484
1596,223169.8281
1597,189522.75
1598,203190.375
1599,174037.0781
1600,169838.375
1601,72379.75
1602,109335.1641
1603,94124.71094
1604,271374.3438
1605,224430.7656
1606,146202.9844
1607,174092.8906
1608,204954.2031
1609,171576.8438
1610,142521.25
1611,126851.6563
1612,182489.5625
1613,168294.4531
1614,130656.2422
1615,96269.05469
1616,87910.875
1617,96141.10938
1618,116698.8359
1619,136849.3906
1620,156205
1621,135936.625
1622,143626.2969
1623,255983.1719
1624,184817.25
1625,112117.6094
1626,158532.25
1627,179988.875
1628,268912.375
1629,155905.3281
1630,477994.9688
1631,197910.2188
1632,235228.7969
1633,161741.1563
1634,182912.0781
1635,169264.875
1636,154528.6875
1637,201701.7031
1638,176797.8438
1639,173369.5781
1640,232725.3594
1641,170040.2188
1642,240328.7188
1643,213400.2188
1644,218838.6563
1645,201779.5781
1646,149877.6875
1647,143950.3594
1648,122504.1641
1649,137328.5625
1650,105867.5391
1651,112280.5781
1652,82795.29688
1653,82363.83594
1654,134928.2031
1655,121705.4141
1656,131333.2969
1657,136905.875
1658,140749.7813
