Id,SalePrice
1461,139332.0443
1462,166341.2523
1463,190232.6928
1464,189940.5086
1465,166633.4033
1466,168528.3598
1467,171206.9907
1468,148637.7294
1469,180742.9986
1470,137669.8088
1471,193145.8031
1472,128073.5527
1473,129581.5201
1474,159490.5669
1475,101485.3178
1476,266096.3972
1477,213452.5795
1478,250146.9992
1479,238613.3091
1480,372066.333
1481,280738.9775
1482,179775.8425
1483,167193.7297
1484,147173.1811
1485,132697.2786
1486,173827.2637
1487,285359.0202
1488,219613.4543
1489,164033.905
1490,211482.3818
1491,178533.7415
1492,119059.5489
1493,163253.1105
1494,243769.641
1495,265795.4831
1496,206483.3269
1497,169409.319
1498,138022.8025
1499,132558.4676
1500,145234.034
1501,181204.0155
1502,117653.7542
1503,230891.7023
1504,210511.4511
1505,212915.7625
1506,232089.32
1507,269505.6793
1508,217289.2234
1509,162386.8407
1510,180533.5788
1511,163806.4043
1512,216542.6317
1513,159926.4173
1514,217464.0506
1515,237150.4238
1516,169951.0502
1517,145699.2032
1518,193623.7179
1519,232168.3622
1520,151561.1303
1521,163924.5525
1522,205974.8169
1523,133099.2053
1524,124675.4254
1525,122466.2951
1526,128630.0871
1527,112191.8983
1528,145247.9017
1529,145126.6925
1530,200047.7589
1531,184466.8525
1532,106890.0905
1533,143033.0039
1534,125887.5729
1535,173050.3017
1536,129970.3784
1537,113356.1672
1538,155869.6972
1539,183266.1064
1540,178910.3701
1541,156107.7445
1542,171271.1728
1543,196596.0737
1544,96611.42666
1545,111008.2531
1546,125927.4786
1547,153992.068
1548,147904.8342
1549,129548.7401
1550,163542.0512
1551,139144.7724
1552,183403.4968
1553,155405.4763
1554,115237.1202
1555,205319.8754
1556,109417.7633
1557,152553.1083
1558,99957.02546
1559,142135.0005
1560,180227.8412
1561,212400.0994
1562,104966.7442
1563,127054.02
1564,188217.3019
1565,146236.1359
1566,224126.8238
1567,99374.33706
1568,245632.5012
1569,146837.6037
1570,106843.5503
1571,122996.0685
1572,166151.3213
1573,213925.8475
1574,163263.4804
1575,222160.6521
1576,237168.65
1577,160620.8546
1578,146115.0763
1579,141060.9844
1580,175044.5846
1581,127543.2681
1582,121675.0369
1583,292428.2986
1584,218007.852
1585,131172.5723
1586,50687.69537
1587,90394.76083
1588,163721.888
1589,129214.259
1590,134943.5097
1591,103681.7323
1592,147292.7247
1593,116724.9895
1594,149625.5426
1595,153511.639
1596,229715.9648
1597,229943.4456
1598,154204.3525
