Id,SalePrice
1461,119291.69
1462,162060.8
1463,196397.61
1464,185411.69
1465,197611.14
1466,166571.28
1467,176308.16
1468,176628.28
1469,192424.56
1470,127077.836
1471,212821.62
1472,88783.4
1473,91969.2
1474,140467.5
1475,144961.92
1476,388586.47
1477,255790.17
1478,331743.84
1479,205633.83
1480,417762.28
1481,321543.38
1482,200976.47
1483,153988.33
1484,156779.92
1485,175900.5
1486,191029.78
1487,325420.25
1488,222027.84
1489,198402
1490,198052.1
1491,192301.89
1492,82071.62
1493,180131.73
1494,301690.22
1495,312228.88
1496,235940.33
1497,182087.1
1498,159477.78
1499,158704.3
1500,119076.34
1501,175057.17
1502,161460.03
1503,305754.8
1504,213513.42
1505,220512.86
1506,178028.12
1507,251721.58
1508,205843.5
1509,171434.89
1510,148033.34
1511,143718.23
1512,168632.8
1513,161553.1
1514,159007.14
1515,172418.03
1516,159093.5
1517,156639.67
1518,134088.11
1519,226598.72
1520,138821.06
1521,143896.44
1522,173561.36
1523,112504.88
1524,102233.66
1525,122421.2
1526,132148.45
1527,109290.43
1528,119159.97
1529,135707.9
1530,196454.88
1531,114856.586
1532,93489.516
1533,130295.89
1534,103213.8
1535,164443.2
1536,96430.87
1537,92530.65
1538,183773.27
1539,254051.64
1540,106417.99
1541,151311.66
1542,150173.45
1543,202393.67
1544,71578.08
1545,98900.266
1546,113923.04
1547,148101.53
1548,132242.05
1549,111899.055
1550,146067.47
1551,107772.32
1552,122225.016
1553,143035.55
1554,124730.414
1555,194043.38
1556,97842.7
1557,109793.516
1558,87931.195
1559,111087.06
1560,118102.7
1561,141940.53
1562,113480.445
1563,106465
1564,170489.86
1565,143930.88
1566,213788.2
1567,88544.74
1568,255789.86
1569,149654.5
1570,135114.38
1571,144672.61
1572,150013.39
1573,253112.06
1574,111250.19
1575,215223.56
1576,221687.67
1577,191452.1
1578,159482.08
1579,146122.27
1580,199754.19
1581,153652.53
1582,108345.34
1583,316755.75
1584,230208.7
1585,145487.75
1586,79116.43
1587,90816.61
1588,154221.22
1589,88506.83
1590,119991.68
1591,84460.91
1592,90302.59
1593,108048.62
1594,132849.4
1595,134077.17
1596,225709.17
1597,173272.62
1598,194040.14
1599,171596.8
1600,187982.56
1601,68273.67
1602,122181.77
1603,59879.94
1604,278753.16
1605,263994.12
1606,179478.08
1607,189901.19
1608,241502.86
1609,213481.45
1610,163737.36
1611,150738
1612,153184.28
1613,162865.73
1614,103646.29
1615,94234.8
1616,72144.805
1617,83289.48
1618,110447.57
1619,148049.72
1620,179292.48
1621,143217
1622,144675.23
1623,318651.84
1624,208701.45
1625,127039.92
1626,178888.6
1627,192218.42
1628,230064.9
1629,182940.39
1630,346263.5
1631,221592.94
1632,240750.8
1633,174120.77
1634,178645.3
1635,176671.7
1636,157475.48
1637,169570.45
1638,206205.81
1639,171633.4
1640,262444.7
1641,181987.48
1642,222813.8
1643,211627.17
1644,209465.7
1645,179379.73
1646,157951.8
1647,169328.28
1648,140634.3
1649,144680.78
1650,97619.695
1651,109528.23
1652,89968.67
1653,85180.32
1654,156689.78
1655,152632.8
1656,148160.03
1657,156689.78
1658,145858.14
1659,148423.25
1660,149427.11
1661,391663.34
1662,392078.53
1663,408231
1664,394399.06
1665,340300.75
1666,319087.16
1667,388423.8
1668,343296.03
1669,304466.84
1670,331818.75
1671,269192.22
1672,397983.44
1673,299996.88
1674,258341.33
1675,186568.58
1676,189662.78
1677,226494.44
1678,385774
1679,358825.16
1680,327092.7
1681,290129.2
1682,320486.22
1683,188655.94
1684,168555.53
1685,178982.31
1686,173570.42
1687,170638.55
1688,188952.19
1689,192846.7
1690,187960.45
1691,180213.3
1692,245212.27
1693,173830.67
1694,185678.36
1695,169283.58
1696,270276.44
1697,172476.9
1698,366669.6
1699,342666.34
1700,246950.17
1701,249577.61
1702,271289.03
1703,253710.28
1704,323380.56
1705,243330.38
1706,398438.5
1707,217240.47
1708,211339.89
1709,303916.78
1710,224081.39
1711,264996.25
1712,187135.11
1713,253646.89
1714,220852.28
1715,212364.8
1716,174266.22
1717,167915.75
1718,128164.086
1719,195362.61
1720,232094.28
1721,165668.34
1722,122403.13
1723,142246.77
1724,193295.98
1725,237198.6
1726,189623.94
1727,158728.55
1728,175111.98
1729,175816.89
1730,165999.39
1731,106498.18
1732,118576.625
1733,126981.24
1734,126886.25
1735,134928.03
1736,114580.35
1737,351375.44
1738,221691.05
1739,283812
1740,182520.11
1741,185066.75
1742,167483.23
1743,180406.11
1744,307389.47
1745,231021.88
1746,228682.64
1747,228569.9
1748,221907.1
1749,157441.02
1750,138350.11
1751,232850.84
1752,120975.82
1753,143538.28
1754,210182.16
1755,166710.73
1756,104023.84
1757,107098.49
1758,152862.53
1759,181747.06
1760,166286.38
1761,120019.69
1762,147652.22
1763,170751.72
1764,102192
1765,159085.22
1766,170586.72
1767,205370.12
1768,145867.9
1769,174016.5
1770,152194.36
1771,134159.58
1772,137530.64
1773,139881.86
1774,137198.31
1775,139119.6
1776,131848.81
1777,96742.79
1778,142734.4
1779,124080.08
1780,176311.23
1781,127890.21
1782,83529.05
1783,134150.12
1784,104762.47
1785,106056.875
1786,162177.23
1787,157341.19
1788,60557.875
1789,85317.59
1790,76061.516
1791,191096.62
1792,165373.75
1793,129680.83
1794,135346.8
1795,125626.47
1796,114164.5
1797,100447.36
1798,127072.93
1799,105069.984
1800,116020.695
1801,124331.27
1802,145425.12
1803,150966.52
1804,147467.28
1805,143552.11
1806,107138.28
1807,157262.1
1808,127426.64
1809,128776.27
1810,145891.53
1811,125076.1
1812,106492.555
1813,113377.625
1814,80610.18
1815,59903.23
1816,97620.7
1817,123557.24
1818,131107.55
1819,123746.805
1820,59297.305
1821,104150.59
1822,160233.05
1823,38413.934
1824,148327.39
1825,144553.03
1826,100149.64
1827,96953.28
1828,150189.89
1829,100560.79
1830,143707.28
1831,181521.66
1832,101527.71
1833,129733.03
1834,121301.45
1835,143074.05
1836,118306.27
1837,92340.28
1838,111370.26
1839,82818.41
1840,148461.23
1841,123601.17
1842,80096.34
1843,137836.06
1844,134090.95
1845,149655.05
1846,153255.94
1847,171764.58
1848,65032.73
1849,132638.36
1850,118911.46
1851,173999.02
1852,115143.72
1853,123343.76
1854,171245.94
1855,142869.17
1856,230172.27
1857,132565.97
1858,131678.72
1859,118520.77
1860,146937.16
1861,118785.125
1862,277068
1863,282575.9
1864,282575.9
1865,305796.7
1866,317284.66
1867,250705.77
1868,299100.47
1869,198526.42
1870,255925.58
1871,239052.62
1872,172094.52
1873,218331.3
1874,147708.16
1875,198460.3
1876,180235.61
1877,209439.31
1878,211476.44
1879,133429.72
1880,141963.95
1881,249378.11
1882,247837.2
1883,192565.44
1884,209498.77
1885,269288.9
1886,303063.6
1887,204728.14
1888,274640.03
1889,169033.05
1890,131044.85
1891,141029.81
1892,93907.43
1893,121856.01
1894,117922.93
1895,143951.47
1896,119987.83
1897,126237.734
1898,116553.66
1899,138663.33
1900,155146.8
1901,176454.4
1902,126352.14
1903,237401.84
1904,143169.17
1905,188495.6
1906,173370.75
1907,189063.22
1908,105267.49
1909,129943.6
1910,124534.555
1911,241967.64
1912,237218.94
1913,153110.94
1914,40478.75
1915,329233.1
1916,81707.78
1917,287989.1
1918,142945.78
1919,165094.19
1920,124761.77
1921,406429.25
1922,331620.47
1923,213031.78
1924,224699.02
1925,226091.56
1926,392727.28
1927,143586.2
1928,155870.1
1929,108378.61
1930,129061.32
1931,120910.82
1932,145560.88
1933,169313.8
1934,187978.61
1935,166615.4
1936,194321.8
1937,178190.6
1938,180198.8
1939,258188.23
1940,182881.36
1941,167880.92
1942,194548.23
1943,201709.1
1944,308939.72
1945,356771.44
1946,158529.7
1947,346401.47
1948,159819.64
1949,247671.98
1950,181339.28
1951,285325.5
1952,213868
1953,169679.11
1954,202687.52
1955,122441.37
1956,252572.78
1957,174069.34
1958,321073.56
1959,141503
1960,105892.23
1961,105032.14
1962,88640.33
1963,97300.58
1964,110009.88
1965,154510.42
1966,150857.12
1967,299531.2
1968,371992.56
1969,383534.38
1970,384850.12
1971,404770.34
1972,365970.53
1973,252703.66
1974,323384.75
1975,411553.34
1976,287490.2
1977,350976.3
1978,344245.44
1979,358523.5
1980,200930.05
1981,359221.47
1982,224482.67
1983,195693.92
1984,162944.53
1985,231269.8
1986,229932.97
1987,183009.53
1988,182031.27
1989,178563.2
1990,217756.75
1991,245030.44
1992,221365.31
1993,161580.88
1994,254185.52
1995,184895.9
1996,249456.38
1997,322261.6
1998,349249.78
1999,247745.14
2000,331027.56
2001,284712.7
2002,248027.88
2003,266516.66
2004,299630.53
2005,250786.89
2006,216397.2
2007,241210.08
2008,207561.42
2009,191338.08
2010,191162.34
2011,129832.72
2012,178482.45
2013,186195.8
2014,183259.28
2015,196380.97
2016,192174.08
2017,203323.44
2018,129197.984
2019,125712.55
2020,102087.02
2021,117186.6
2022,181351.52
2023,139701.53
2024,205882.05
2025,345659.3
2026,184092.94
2027,150823.05
2028,142824.19
2029,147780.95
2030,300800.8
2031,255736.78
2032,290453.7
2033,275283.4
2034,158000.19
2035,201181.34
2036,180112.83
2037,183640.02
2038,285586.62
2039,214356.95
2040,327684.6
2041,300247.84
2042,189140.84
2043,165551.23
2044,156796.03
2045,204637.1
2046,134343.31
2047,144359.28
2048,125087.55
2049,139259.92
2050,182454.89
2051,106505.414
2052,131030.25
2053,157224.33
2054,84664.09
2055,150325.36
2056,130132.01
