Id,SalePrice
1461,129907.9922
1462,145195.7813
1463,199114.8281
1464,200836.125
1465,177090.3594
1466,175815.7813
1467,161444.25
1468,168733.9063
1469,179674.7813
1470,115433.5859
1471,210515.5156
1472,87176.74219
1473,98997.85938
1474,136337.2656
1475,98020.10156
1476,339276.0313
1477,221619.625
1478,270912.8438
1479,261415.5313
1480,555075.875
1481,308980.25
1482,200262.9531
1483,173290.625
1484,166570.0469
1485,179409.9063
1486,200256.8281
1487,405210.5
1488,232329.1875
1489,191243.9531
1490,260818.4688
1491,193531.5156
1492,102009.8672
1493,175815.8594
1494,254967.5938
1495,284546.9375
1496,249821.125
1497,178476.0938
1498,151207.3125
1499,149887.0313
1500,155665.2344
1501,162316.7188
1502,151927.2344
1503,324285.9688
1504,230160.3438
1505,252033.1406
1506,187454.8438
1507,281694.9063
1508,217753.9063
1509,145506.7031
1510,158670.75
1511,156907.0469
1512,183392.625
1513,141664.1094
1514,159738.2813
1515,191105.5625
1516,147153.5
1517,159020.0938
1518,144391.7031
1519,223234.2344
1520,138971.0313
1521,148811.8906
1522,178296.1563
1523,118376.0938
1524,117263.7188
1525,125180.3828
1526,114502.3125
1527,106981.4609
1528,114353.0156
1529,144490.7031
1530,154973.9219
1531,142985.3906
1532,104829.8125
1533,171422.5625
1534,124193.2031
1535,177570.6875
1536,105996.0313
1537,96979.79688
1538,152270.3906
1539,173500.4688
1540,138464.6094
1541,136121.3125
1542,147589.4219
1543,177186.2969
1544,87474.23438
1545,120133.7422
1546,128304.7891
1547,136114.0625
1548,124934.8594
1549,120096.1953
1550,145894.375
1551,128253.8672
1552,152619.7031
1553,135061.1094
1554,115175.6953
1555,177603.7031
1556,109116.0313
1557,118822.5703
1558,122126.6797
1559,124009.4297
1560,141179.6094
1561,142288.0469
1562,125436.9531
1563,122955.7578
1564,167107.6094
1565,162605.0625
1566,203821.0625
1567,92939.39844
1568,266353.9375
1569,157662.0156
1570,132569.3594
1571,116550.7734
1572,143778.2969
1573,232750.5938
1574,139368.5313
1575,215917.2969
1576,242675.3125
1577,178577.1094
1578,139034.2813
1579,147599.6719
1580,188609.4688
1581,161493.2031
1582,117850.3203
1583,351031.7813
1584,220817.4063
1585,150412.9688
1586,78759.61719
1587,117510.5938
1588,153479.5313
1589,119484.6875
1590,127353.6172
1591,100422.2578
1592,127045.9063
1593,117479.1484
1594,156999.4063
1595,142212.8906
1596,197245.1094
1597,198480.5156
1598,190309.3594
1599,170263.3125
1600,169069.3125
1601,82135.78906
1602,130629.3828
1603,101155.1719
1604,268098.0625
1605,241031.7344
1606,153173.875
1607,212259.7188
1608,205725.625
1609,174822.4688
1610,154695.0313
1611,130889.7266
1612,194403.4688
1613,185360.4531
1614,129671.6406
1615,93864.61719
1616,89318.14844
1617,102996.7344
1618,129238.7188
1619,141032.5156
1620,187299.7969
1621,145851
1622,150692.4531
1623,266246.7813
1624,232994.1719
1625,125440.8438
1626,173484.2813
1627,198102.6094
1628,281976.4375
1629,166034.4375
1630,456262.9063
1631,190702.8281
1632,221785.5781
1633,168316.7813
1634,193469.2969
1635,173193.1563
1636,154848.3125
1637,214530.5938
1638,186576.4688
1639,192099.0938
1640,243203.0781
1641,178224.7188
1642,218661.7188
1643,202963.6563
1644,214008.9688
1645,199144.2031
1646,147875.4375
1647,146616.9531
1648,127834.4063
1649,136885.5313
1650,126249.6563
1651,122361.8047
1652,93270.32031
1653,94200.51563
1654,137016.9844
1655,127563.3203
1656,135218.3594
1657,137219.7344
1658,139348.7813
1659,106126.4141
1660,161220.1875
1661,423340.75
1662,364353.5313
1663,374840.9063
1664,558967.4375
1665,293008.9375
1666,357017.8438
1667,338505.875
1668,311481.8438
1669,281470.75
1670,324007.6563
1671,283096.8438
1672,529780.125
1673,288843.75
1674,249780.1563
1675,210620.5938
1676,226648.9531
1677,210291.9531
1678,572086.375
1679,402428.9688
1680,272892.9063
1681,208439
1682,319366.1563
1683,190496.2813
1684,175102.8438
1685,187072.5625
1686,174664.75
1687,165092.8281
